LineTotal,OrderQty,ProductID,SalesOrderID,UnitPrice,UnitPriceDiscount
2348.97,5,768,46629,469.794,0
2348.97,5,768,48750,469.794,0
2348.97,5,768,49052,469.794,0
2348.97,5,768,49828,469.794,0
2348.97,5,768,50259,469.794,0
2348.97,5,768,47455,469.794,0
2348.97,5,768,48363,469.794,0
2348.97,5,768,49821,469.794,0
1409.382,3,768,48332,469.794,0
1409.382,3,768,47037,469.794,0
1409.382,3,768,47447,469.794,0
1409.382,3,768,49510,469.794,0
1409.382,3,768,47391,469.794,0
1409.382,3,768,48075,469.794,0
1409.382,3,768,47712,469.794,0
1409.382,3,768,47990,469.794,0
1409.382,3,768,48065,469.794,0
1409.382,3,768,48349,469.794,0
1409.382,3,768,50284,469.794,0
1409.382,3,768,47054,469.794,0
1409.382,3,768,49115,469.794,0
1409.382,3,768,47027,469.794,0
1409.382,3,768,47041,469.794,0
1409.382,3,768,48775,469.794,0
1409.382,3,768,49488,469.794,0
1409.382,3,768,49844,469.794,0
1409.382,3,768,50297,469.794,0
1409.382,3,768,47056,469.794,0
1409.382,3,768,48378,469.794,0
1409.382,3,768,47033,469.794,0
1409.382,3,768,47354,469.794,0
1409.382,3,768,49136,469.794,0
1409.382,3,768,50298,469.794,0
1409.382,3,768,48080,469.794,0
1409.382,3,768,49479,469.794,0
1409.382,3,768,50226,469.794,0
1409.382,3,768,50712,469.794,0
1409.382,3,768,46951,469.794,0
1409.382,3,768,49118,469.794,0
1409.382,3,768,50313,469.794,0
1409.382,3,768,46638,469.794,0
1409.382,3,768,47395,469.794,0
1409.382,3,768,48359,469.794,0
1409.382,3,768,47675,469.794,0
1409.382,3,768,48016,469.794,0
1409.382,3,768,50694,469.794,0
1409.382,3,768,47973,469.794,0
1409.382,3,768,46980,469.794,0
1409.382,3,768,47366,469.794,0
1409.382,3,768,50683,469.794,0
2818.764,6,768,48059,469.794,0
2818.764,6,768,47034,469.794,0
2818.764,6,768,50252,469.794,0
2818.764,6,768,46662,469.794,0
2818.764,6,768,46933,469.794,0
2818.764,6,768,46607,469.794,0
2818.764,6,768,48307,469.794,0
2818.764,6,768,46642,469.794,0
2818.764,6,768,48295,469.794,0
2818.764,6,768,50304,469.794,0
2818.764,6,768,46672,469.794,0
2818.764,6,768,47439,469.794,0
782.99,1,768,48691,782.99,0
782.99,1,768,47336,782.99,0
782.99,1,768,50470,782.99,0
782.99,1,768,50478,782.99,0
782.99,1,768,49663,782.99,0
782.99,1,768,47275,782.99,0
782.99,1,768,48446,782.99,0
782.99,1,768,48712,782.99,0
782.99,1,768,48868,782.99,0
782.99,1,768,49730,782.99,0
782.99,1,768,49612,782.99,0
782.99,1,768,48236,782.99,0
782.99,1,768,46768,782.99,0
782.99,1,768,47243,782.99,0
782.99,1,768,48419,782.99,0
782.99,1,768,50765,782.99,0
782.99,1,768,47610,782.99,0
782.99,1,768,47876,782.99,0
782.99,1,768,47777,782.99,0
782.99,1,768,47809,782.99,0
782.99,1,768,50993,782.99,0
782.99,1,768,48514,782.99,0
782.99,1,768,48633,782.99,0
782.99,1,768,50068,782.99,0
782.99,1,768,50647,782.99,0
782.99,1,768,47145,782.99,0
782.99,1,768,47906,782.99,0
782.99,1,768,49556,782.99,0
782.99,1,768,48649,782.99,0
782.99,1,768,50891,782.99,0
782.99,1,768,48535,782.99,0
782.99,1,768,51067,782.99,0
782.99,1,768,50073,782.99,0
782.99,1,768,50150,782.99,0
782.99,1,768,50610,782.99,0
782.99,1,768,48588,782.99,0
782.99,1,768,49427,782.99,0
782.99,1,768,48844,782.99,0
782.99,1,768,47622,782.99,0
782.99,1,768,49399,782.99,0
782.99,1,768,49761,782.99,0
782.99,1,768,47531,782.99,0
3288.558,7,768,47001,469.794,0
3288.558,7,768,48057,469.794,0
3288.558,7,768,49837,469.794,0
3288.558,7,768,48393,469.794,0
3288.558,7,768,49099,469.794,0
3288.558,7,768,50672,469.794,0
3288.558,7,768,47018,469.794,0
3288.558,7,768,49856,469.794,0
2097.2945,5,768,45047,419.4589,0
2097.2945,5,768,46385,419.4589,0
2097.2945,5,768,45301,419.4589,0
2097.2945,5,768,45813,419.4589,0
2097.2945,5,768,45299,419.4589,0
2097.2945,5,768,44772,419.4589,0
2097.2945,5,768,45270,419.4589,0
469.794,1,768,47983,469.794,0
469.794,1,768,46620,469.794,0
469.794,1,768,47064,469.794,0
469.794,1,768,50315,469.794,0
469.794,1,768,49116,469.794,0
469.794,1,768,50722,469.794,0
469.794,1,768,48791,469.794,0
469.794,1,768,50738,469.794,0
469.794,1,768,47724,469.794,0
469.794,1,768,47066,469.794,0
469.794,1,768,50671,469.794,0
469.794,1,768,48325,469.794,0
469.794,1,768,49070,469.794,0
469.794,1,768,49494,469.794,0
469.794,1,768,48386,469.794,0
469.794,1,768,47384,469.794,0
469.794,1,768,48079,469.794,0
469.794,1,768,46668,469.794,0
469.794,1,768,48036,469.794,0
469.794,1,768,50290,469.794,0
469.794,1,768,49139,469.794,0
469.794,1,768,48310,469.794,0
469.794,1,768,49469,469.794,0
469.794,1,768,48296,469.794,0
469.794,1,768,48087,469.794,0
469.794,1,768,48741,469.794,0
469.794,1,768,50703,469.794,0
469.794,1,768,47398,469.794,0
469.794,1,768,47668,469.794,0
469.794,1,768,50242,469.794,0
469.794,1,768,47994,469.794,0
469.794,1,768,49891,469.794,0
469.794,1,768,47716,469.794,0
469.794,1,768,47401,469.794,0
469.794,1,768,49890,469.794,0
469.794,1,768,50235,469.794,0
469.794,1,768,50664,469.794,0
469.794,1,768,46997,469.794,0
469.794,1,768,48033,469.794,0
469.794,1,768,50321,469.794,0
469.794,1,768,47377,469.794,0
469.794,1,768,49154,469.794,0
469.794,1,768,50681,469.794,0
469.794,1,768,49518,469.794,0
469.794,1,768,48792,469.794,0
469.794,1,768,50231,469.794,0
469.794,1,768,47355,469.794,0
469.794,1,768,49465,469.794,0
469.794,1,768,50232,469.794,0
469.794,1,768,46940,469.794,0
469.794,1,768,49086,469.794,0
939.588,2,768,47687,469.794,0
939.588,2,768,48771,469.794,0
939.588,2,768,48769,469.794,0
939.588,2,768,50727,469.794,0
939.588,2,768,47367,469.794,0
939.588,2,768,46970,469.794,0
939.588,2,768,46964,469.794,0
939.588,2,768,48018,469.794,0
939.588,2,768,49476,469.794,0
939.588,2,768,46614,469.794,0
939.588,2,768,46948,469.794,0
939.588,2,768,48751,469.794,0
939.588,2,768,48023,469.794,0
939.588,2,768,48043,469.794,0
939.588,2,768,49841,469.794,0
939.588,2,768,50222,469.794,0
939.588,2,768,46652,469.794,0
939.588,2,768,50272,469.794,0
939.588,2,768,48786,469.794,0
939.588,2,768,49091,469.794,0
939.588,2,768,46988,469.794,0
939.588,2,768,48780,469.794,0
939.588,2,768,50748,469.794,0
939.588,2,768,46666,469.794,0
939.588,2,768,48339,469.794,0
939.588,2,768,49893,469.794,0
939.588,2,768,50244,469.794,0
939.588,2,768,50673,469.794,0
939.588,2,768,48026,469.794,0
939.588,2,768,47008,469.794,0
939.588,2,768,49496,469.794,0
939.588,2,768,49094,469.794,0
939.588,2,768,48788,469.794,0
939.588,2,768,50265,469.794,0
939.588,2,768,48764,469.794,0
939.588,2,768,50191,469.794,0
939.588,2,768,49090,469.794,0
939.588,2,768,50245,469.794,0
939.588,2,768,47988,469.794,0
939.588,2,768,48740,469.794,0
939.588,2,768,49480,469.794,0
939.588,2,768,49827,469.794,0
939.588,2,768,49066,469.794,0
939.588,2,768,49159,469.794,0
939.588,2,768,50726,469.794,0
1879.176,4,768,47055,469.794,0
1879.176,4,768,47422,469.794,0
1879.176,4,768,48048,469.794,0
1879.176,4,768,47721,469.794,0
1879.176,4,768,49160,469.794,0
1879.176,4,768,48050,469.794,0
1879.176,4,768,47965,469.794,0
1879.176,4,768,46959,469.794,0
1879.176,4,768,48761,469.794,0
1879.176,4,768,49865,469.794,0
1879.176,4,768,47975,469.794,0
1879.176,4,768,49888,469.794,0
1879.176,4,768,47369,469.794,0
1879.176,4,768,49161,469.794,0
1879.176,4,768,50221,469.794,0
1879.176,4,768,47978,469.794,0
1879.176,4,768,46671,469.794,0
1879.176,4,768,50204,469.794,0
1879.176,4,768,47409,469.794,0
1879.176,4,768,49076,469.794,0
1879.176,4,768,49538,469.794,0
1879.176,4,768,46992,469.794,0
1879.176,4,768,49485,469.794,0
1879.176,4,768,49140,469.794,0
1879.176,4,768,49065,469.794,0
1879.176,4,768,50214,469.794,0
1879.176,4,768,47658,469.794,0
1879.176,4,768,50208,469.794,0
1879.176,4,768,50314,469.794,0
1879.176,4,768,49498,469.794,0
1879.176,4,768,47450,469.794,0
1879.176,4,768,50663,469.794,0
3758.352,8,768,46660,469.794,0
3758.352,8,768,47416,469.794,0
3758.352,8,768,46981,469.794,0
3758.352,8,768,47683,469.794,0
3758.352,8,768,46643,469.794,0
1258.3767,3,768,45575,419.4589,0
1258.3767,3,768,44771,419.4589,0
1258.3767,3,768,45550,419.4589,0
1258.3767,3,768,43898,419.4589,0
1258.3767,3,768,44758,419.4589,0
1258.3767,3,768,44506,419.4589,0
1258.3767,3,768,45810,419.4589,0
1258.3767,3,768,45556,419.4589,0
1258.3767,3,768,45797,419.4589,0
1258.3767,3,768,44501,419.4589,0
1258.3767,3,768,45338,419.4589,0
1258.3767,3,768,46368,419.4589,0
1258.3767,3,768,44309,419.4589,0
1258.3767,3,768,44570,419.4589,0
1258.3767,3,768,46036,419.4589,0
1258.3767,3,768,46358,419.4589,0
1258.3767,3,768,46105,419.4589,0
1258.3767,3,768,44742,419.4589,0
1258.3767,3,768,45805,419.4589,0
1258.3767,3,768,44749,419.4589,0
1258.3767,3,768,44502,419.4589,0
1258.3767,3,768,45552,419.4589,0
2516.7534,6,768,46057,419.4589,0
5340.618192,12,768,49884,454.1342,0.02
699.0982,1,768,44920,699.0982,0
699.0982,1,768,43824,699.0982,0
699.0982,1,768,46532,699.0982,0
699.0982,1,768,44172,699.0982,0
699.0982,1,768,44219,699.0982,0
699.0982,1,768,45879,699.0982,0
699.0982,1,768,44057,699.0982,0
699.0982,1,768,46414,699.0982,0
699.0982,1,768,43827,699.0982,0
699.0982,1,768,43943,699.0982,0
699.0982,1,768,45384,699.0982,0
699.0982,1,768,45855,699.0982,0
699.0982,1,768,44166,699.0982,0
699.0982,1,768,46286,699.0982,0
699.0982,1,768,44990,699.0982,0
699.0982,1,768,45009,699.0982,0
699.0982,1,768,44053,699.0982,0
699.0982,1,768,46487,699.0982,0
699.0982,1,768,44988,699.0982,0
699.0982,1,768,45225,699.0982,0
699.0982,1,768,45081,699.0982,0
419.4589,1,769,44314,419.4589,0
419.4589,1,769,44293,419.4589,0
419.4589,1,769,45302,419.4589,0
419.4589,1,769,45059,419.4589,0
419.4589,1,769,44772,419.4589,0
419.4589,1,769,46057,419.4589,0
419.4589,1,769,46100,419.4589,0
419.4589,1,769,46349,419.4589,0
419.4589,1,769,46044,419.4589,0
419.4589,1,769,46358,419.4589,0
419.4589,1,769,45283,419.4589,0
419.4589,1,769,44488,419.4589,0
419.4589,1,769,45797,419.4589,0
419.4589,1,769,44313,419.4589,0
419.4589,1,769,44753,419.4589,0
419.4589,1,769,45326,419.4589,0
419.4589,1,769,46059,419.4589,0
419.4589,1,769,44288,419.4589,0
419.4589,1,769,44557,419.4589,0
419.4589,1,769,44486,419.4589,0
419.4589,1,769,44496,419.4589,0
419.4589,1,769,46344,419.4589,0
419.4589,1,769,44563,419.4589,0
419.4589,1,769,46101,419.4589,0
419.4589,1,769,44570,419.4589,0
419.4589,1,769,44301,419.4589,0
419.4589,1,769,44555,419.4589,0
419.4589,1,769,44744,419.4589,0
419.4589,1,769,46049,419.4589,0
419.4589,1,769,46099,419.4589,0
419.4589,1,769,45055,419.4589,0
419.4589,1,769,45278,419.4589,0
419.4589,1,769,44780,419.4589,0
419.4589,1,769,45284,419.4589,0
419.4589,1,769,45810,419.4589,0
419.4589,1,769,45053,419.4589,0
419.4589,1,769,46336,419.4589,0
419.4589,1,769,46042,419.4589,0
419.4589,1,769,46058,419.4589,0
419.4589,1,769,44531,419.4589,0
419.4589,1,769,45339,419.4589,0
419.4589,1,769,45793,419.4589,0
419.4589,1,769,44749,419.4589,0
419.4589,1,769,44522,419.4589,0
419.4589,1,769,45270,419.4589,0
419.4589,1,769,46347,419.4589,0
838.9178,2,769,44782,419.4589,0
838.9178,2,769,45332,419.4589,0
838.9178,2,769,45786,419.4589,0
838.9178,2,769,46355,419.4589,0
838.9178,2,769,45338,419.4589,0
838.9178,2,769,46333,419.4589,0
838.9178,2,769,46367,419.4589,0
838.9178,2,769,45060,419.4589,0
838.9178,2,769,45069,419.4589,0
838.9178,2,769,44521,419.4589,0
838.9178,2,769,46356,419.4589,0
838.9178,2,769,44755,419.4589,0
838.9178,2,769,45550,419.4589,0
838.9178,2,769,44299,419.4589,0
838.9178,2,769,46387,419.4589,0
838.9178,2,769,46055,419.4589,0
838.9178,2,769,46326,419.4589,0
838.9178,2,769,44283,419.4589,0
838.9178,2,769,44494,419.4589,0
838.9178,2,769,44520,419.4589,0
838.9178,2,769,46105,419.4589,0
838.9178,2,769,44296,419.4589,0
838.9178,2,769,46385,419.4589,0
838.9178,2,769,46343,419.4589,0
838.9178,2,769,46045,419.4589,0
1677.8356,4,769,44509,419.4589,0
1677.8356,4,769,45317,419.4589,0
1677.8356,4,769,44298,419.4589,0
1677.8356,4,769,45577,419.4589,0
1677.8356,4,769,45538,419.4589,0
1677.8356,4,769,45799,419.4589,0
4228.146,9,769,47683,469.794,0
4228.146,9,769,47018,469.794,0
2348.97,5,769,49888,469.794,0
2348.97,5,769,50204,469.794,0
2348.97,5,769,49147,469.794,0
2348.97,5,769,47034,469.794,0
2348.97,5,769,48339,469.794,0
2348.97,5,769,50265,469.794,0
2348.97,5,769,50244,469.794,0
2348.97,5,769,49837,469.794,0
2348.97,5,769,50694,469.794,0
2348.97,5,769,49094,469.794,0
2348.97,5,769,48735,469.794,0
2348.97,5,769,47366,469.794,0
2348.97,5,769,49465,469.794,0
4697.94,10,769,46642,469.794,0
1409.382,3,769,47009,469.794,0
1409.382,3,769,49496,469.794,0
1409.382,3,769,47975,469.794,0
1409.382,3,769,49090,469.794,0
1409.382,3,769,48386,469.794,0
1409.382,3,769,46980,469.794,0
1409.382,3,769,46996,469.794,0
1409.382,3,769,49167,469.794,0
1409.382,3,769,46933,469.794,0
1409.382,3,769,48393,469.794,0
1409.382,3,769,47455,469.794,0
1409.382,3,769,50722,469.794,0
1409.382,3,769,48788,469.794,0
1409.382,3,769,46660,469.794,0
1409.382,3,769,48740,469.794,0
1409.382,3,769,48296,469.794,0
1409.382,3,769,46620,469.794,0
1409.382,3,769,46981,469.794,0
1409.382,3,769,48043,469.794,0
1409.382,3,769,47056,469.794,0
1409.382,3,769,48307,469.794,0
1409.382,3,769,49485,469.794,0
1409.382,3,769,47988,469.794,0
1409.382,3,769,48377,469.794,0
1409.382,3,769,47066,469.794,0
1409.382,3,769,47447,469.794,0
1409.382,3,769,46614,469.794,0
1409.382,3,769,47994,469.794,0
2818.764,6,769,47395,469.794,0
2818.764,6,769,46629,469.794,0
2818.764,6,769,47658,469.794,0
2818.764,6,769,50304,469.794,0
2818.764,6,769,50289,469.794,0
782.99,1,769,47089,782.99,0
782.99,1,769,48423,782.99,0
782.99,1,769,50081,782.99,0
782.99,1,769,50791,782.99,0
782.99,1,769,47584,782.99,0
782.99,1,769,47802,782.99,0
782.99,1,769,48724,782.99,0
782.99,1,769,48563,782.99,0
782.99,1,769,47806,782.99,0
782.99,1,769,50922,782.99,0
782.99,1,769,47072,782.99,0
782.99,1,769,49416,782.99,0
782.99,1,769,49738,782.99,0
782.99,1,769,50041,782.99,0
782.99,1,769,47541,782.99,0
782.99,1,769,49024,782.99,0
782.99,1,769,51055,782.99,0
782.99,1,769,50023,782.99,0
782.99,1,769,50514,782.99,0
782.99,1,769,51062,782.99,0
782.99,1,769,49904,782.99,0
782.99,1,769,50476,782.99,0
782.99,1,769,50122,782.99,0
782.99,1,769,48680,782.99,0
782.99,1,769,49189,782.99,0
782.99,1,769,50384,782.99,0
782.99,1,769,47081,782.99,0
782.99,1,769,51035,782.99,0
782.99,1,769,50824,782.99,0
782.99,1,769,48806,782.99,0
782.99,1,769,50137,782.99,0
782.99,1,769,49657,782.99,0
782.99,1,769,50461,782.99,0
782.99,1,769,50933,782.99,0
782.99,1,769,47465,782.99,0
782.99,1,769,49965,782.99,0
782.99,1,769,48561,782.99,0
782.99,1,769,48504,782.99,0
782.99,1,769,50067,782.99,0
782.99,1,769,50973,782.99,0
782.99,1,769,50621,782.99,0
782.99,1,769,50568,782.99,0
782.99,1,769,51005,782.99,0
3288.558,7,769,49052,469.794,0
2097.2945,5,769,45298,419.4589,0
2097.2945,5,769,44538,419.4589,0
2097.2945,5,769,46076,419.4589,0
469.794,1,769,48324,469.794,0
469.794,1,769,48080,469.794,0
469.794,1,769,49161,469.794,0
469.794,1,769,49047,469.794,0
469.794,1,769,49502,469.794,0
469.794,1,769,46948,469.794,0
469.794,1,769,50191,469.794,0
469.794,1,769,48012,469.794,0
469.794,1,769,48026,469.794,0
469.794,1,769,48087,469.794,0
469.794,1,769,46970,469.794,0
469.794,1,769,47450,469.794,0
469.794,1,769,47354,469.794,0
469.794,1,769,47367,469.794,0
469.794,1,769,47965,469.794,0
469.794,1,769,49136,469.794,0
469.794,1,769,50297,469.794,0
469.794,1,769,48751,469.794,0
469.794,1,769,47377,469.794,0
469.794,1,769,48060,469.794,0
469.794,1,769,50689,469.794,0
469.794,1,769,48352,469.794,0
469.794,1,769,49455,469.794,0
469.794,1,769,48079,469.794,0
469.794,1,769,46638,469.794,0
469.794,1,769,50272,469.794,0
469.794,1,769,47422,469.794,0
469.794,1,769,47054,469.794,0
469.794,1,769,47428,469.794,0
469.794,1,769,50321,469.794,0
469.794,1,769,46607,469.794,0
939.588,2,769,47663,469.794,0
939.588,2,769,46964,469.794,0
939.588,2,769,49480,469.794,0
939.588,2,769,47041,469.794,0
939.588,2,769,48004,469.794,0
939.588,2,769,49104,469.794,0
939.588,2,769,49123,469.794,0
939.588,2,769,48016,469.794,0
939.588,2,769,48775,469.794,0
939.588,2,769,49821,469.794,0
939.588,2,769,50696,469.794,0
939.588,2,769,46949,469.794,0
939.588,2,769,47355,469.794,0
939.588,2,769,49086,469.794,0
939.588,2,769,46672,469.794,0
939.588,2,769,47025,469.794,0
939.588,2,769,47384,469.794,0
939.588,2,769,47404,469.794,0
939.588,2,769,47990,469.794,0
939.588,2,769,48325,469.794,0
939.588,2,769,49509,469.794,0
939.588,2,769,48018,469.794,0
939.588,2,769,49091,469.794,0
939.588,2,769,49076,469.794,0
939.588,2,769,50231,469.794,0
939.588,2,769,47050,469.794,0
939.588,2,769,48041,469.794,0
939.588,2,769,46666,469.794,0
939.588,2,769,46959,469.794,0
939.588,2,769,47013,469.794,0
939.588,2,769,46616,469.794,0
939.588,2,769,46940,469.794,0
939.588,2,769,50664,469.794,0
939.588,2,769,47687,469.794,0
939.588,2,769,49099,469.794,0
939.588,2,769,50314,469.794,0
939.588,2,769,47016,469.794,0
939.588,2,769,48035,469.794,0
939.588,2,769,50726,469.794,0
1879.176,4,769,50712,469.794,0
1879.176,4,769,50221,469.794,0
1879.176,4,769,49864,469.794,0
1879.176,4,769,50208,469.794,0
1879.176,4,769,47398,469.794,0
1879.176,4,769,47718,469.794,0
1879.176,4,769,47033,469.794,0
1879.176,4,769,47027,469.794,0
1879.176,4,769,50252,469.794,0
1879.176,4,769,48048,469.794,0
1879.176,4,769,48057,469.794,0
1879.176,4,769,49510,469.794,0
1879.176,4,769,47973,469.794,0
1879.176,4,769,49160,469.794,0
1879.176,4,769,47053,469.794,0
1879.176,4,769,50313,469.794,0
3758.352,8,769,49127,469.794,0
3758.352,8,769,48065,469.794,0
563.7528,1,769,61262,563.7528,0
1258.3767,3,769,46087,419.4589,0
1258.3767,3,769,46034,419.4589,0
1258.3767,3,769,44504,419.4589,0
1258.3767,3,769,44550,419.4589,0
1258.3767,3,769,45527,419.4589,0
1258.3767,3,769,45277,419.4589,0
1258.3767,3,769,45795,419.4589,0
1258.3767,3,769,46091,419.4589,0
1258.3767,3,769,45344,419.4589,0
1258.3767,3,769,46093,419.4589,0
1258.3767,3,769,44771,419.4589,0
1258.3767,3,769,44311,419.4589,0
1258.3767,3,769,44801,419.4589,0
2516.7534,6,769,45549,419.4589,0
699.0982,1,769,45675,699.0982,0
699.0982,1,769,44998,699.0982,0
699.0982,1,769,45852,699.0982,0
699.0982,1,769,46145,699.0982,0
699.0982,1,769,45258,699.0982,0
699.0982,1,769,45504,699.0982,0
699.0982,1,769,46303,699.0982,0
699.0982,1,769,45263,699.0982,0
699.0982,1,769,45820,699.0982,0
699.0982,1,769,44255,699.0982,0
699.0982,1,769,46019,699.0982,0
699.0982,1,769,45848,699.0982,0
699.0982,1,769,45751,699.0982,0
699.0982,1,769,46515,699.0982,0
699.0982,1,769,45354,699.0982,0
699.0982,1,769,45598,699.0982,0
699.0982,1,769,45672,699.0982,0
4768.40952,12,770,44283,405.477,0.02
6230.721224,14,770,46997,454.1342,0.02
6230.721224,14,770,47980,454.1342,0.02
6230.721224,14,770,46616,454.1342,0.02
1691.2584,3,770,57066,563.7528,0
419.4589,1,770,45062,419.4589,0
419.4589,1,770,43896,419.4589,0
419.4589,1,770,44295,419.4589,0
419.4589,1,770,45799,419.4589,0
419.4589,1,770,46041,419.4589,0
419.4589,1,770,43684,419.4589,0
419.4589,1,770,44312,419.4589,0
419.4589,1,770,45272,419.4589,0
419.4589,1,770,44501,419.4589,0
419.4589,1,770,45536,419.4589,0
419.4589,1,770,46049,419.4589,0
419.4589,1,770,44092,419.4589,0
419.4589,1,770,44740,419.4589,0
419.4589,1,770,45811,419.4589,0
419.4589,1,770,44097,419.4589,0
419.4589,1,770,45040,419.4589,0
419.4589,1,770,45284,419.4589,0
419.4589,1,770,46042,419.4589,0
419.4589,1,770,44298,419.4589,0
419.4589,1,770,45812,419.4589,0
419.4589,1,770,46025,419.4589,0
419.4589,1,770,43686,419.4589,0
419.4589,1,770,44494,419.4589,0
419.4589,1,770,45533,419.4589,0
419.4589,1,770,43678,419.4589,0
