CustomerID,TerritoryID,CustomerType
23262,1,I
23294,1,I
23465,1,I
23820,1,I
24751,1,I
24780,1,I
25392,1,I
25413,1,I
25851,1,I
26005,1,I
26244,1,I
26282,1,I
26333,1,I
26508,1,I
27203,1,I
27217,1,I
27394,1,I
27567,1,I
27570,1,I
28082,1,I
28762,1,I
28970,1,I
29241,1,I
29334,1,I
11280,1,I
11633,1,I
11799,1,I
12179,1,I
13088,1,I
13385,1,I
13478,1,I
13848,1,I
13892,1,I
14343,1,I
14352,1,I
14456,1,I
14482,1,I
15287,1,I
15840,1,I
15966,1,I
16004,1,I
16878,1,I
17124,1,I
17132,1,I
17438,1,I
18588,1,I
18689,1,I
18775,1,I
18802,1,I
18836,1,I
19008,1,I
19152,1,I
19543,1,I
19643,1,I
19842,1,I
19848,1,I
20032,1,I
20088,1,I
20322,1,I
20510,1,I
20521,1,I
20539,1,I
21504,1,I
21799,1,I
22253,1,I
22762,1,I
23467,1,I
24400,1,I
24819,1,I
24966,1,I
25087,1,I
26493,1,I
27262,1,I
27679,1,I
28008,1,I
28093,1,I
28280,1,I
28285,1,I
28618,1,I
29133,1,I
29216,1,I
11192,1,I
12418,1,I
12425,1,I
12792,1,I
12908,1,I
13214,1,I
13310,1,I
13394,1,I
13442,1,I
14043,1,I
14421,1,I
14576,1,I
14908,1,I
15189,1,I
15292,1,I
16226,1,I
16746,1,I
16783,1,I
16970,1,I
16972,1,I
16978,1,I
17449,1,I
17528,1,I
17560,1,I
18093,1,I
18105,1,I
18607,1,I
18797,1,I
18867,1,I
18980,1,I
19664,1,I
19740,1,I
20066,1,I
20200,1,I
20507,1,I
20696,1,I
20747,1,I
21260,1,I
21298,1,I
21576,1,I
21757,1,I
21812,1,I
23156,1,I
23289,1,I
23404,1,I
24319,1,I
24393,1,I
24766,1,I
24787,1,I
24821,1,I
26092,1,I
26274,1,I
26341,1,I
26453,1,I
26624,1,I
26644,1,I
27052,1,I
27291,1,I
27532,1,I
27637,1,I
28282,1,I
28838,1,I
29163,1,I
29211,1,I
11167,1,I
11214,1,I
11217,1,I
11717,1,I
11803,1,I
11819,1,I
11828,1,I
11859,1,I
12022,1,I
12913,1,I
13029,1,I
13067,1,I
13154,1,I
13425,1,I
13713,1,I
13990,1,I
14398,1,I
14618,1,I
14660,1,I
14751,1,I
14872,1,I
15300,1,I
15888,1,I
16728,1,I
16960,1,I
17150,1,I
17527,1,I
18357,1,I
18911,1,I
19131,1,I
19236,1,I
19549,1,I
19863,1,I
20108,1,I
20544,1,I
20642,1,I
20664,1,I
20704,1,I
21304,1,I
21782,1,I
22157,1,I
22263,1,I
22343,1,I
22360,1,I
22546,1,I
22864,1,I
23143,1,I
23847,1,I
23871,1,I
24335,1,I
24336,1,I
24490,1,I
25855,1,I
26043,1,I
26256,1,I
26330,1,I
26459,1,I
26783,1,I
27025,1,I
27117,1,I
28339,1,I
28664,1,I
28993,1,I
29225,1,I
29268,1,I
29322,1,I
29324,1,I
11152,1,I
11232,1,I
11690,1,I
12025,1,I
12138,1,I
12155,1,I
12178,1,I
12208,1,I
12448,1,I
12963,1,I
13276,1,I
13286,1,I
13657,1,I
13857,1,I
13907,1,I
13928,1,I
14252,1,I
14558,1,I
14728,1,I
15430,1,I
15504,1,I
15523,1,I
15991,1,I
16062,1,I
16129,1,I
16333,1,I
16353,1,I
16967,1,I
17006,1,I
17043,1,I
17386,1,I
17526,1,I
17659,1,I
17669,1,I
18439,1,I
18609,1,I
18652,1,I
18814,1,I
19813,1,I
19834,1,I
20388,1,I
20487,1,I
20732,1,I
20782,1,I
21267,1,I
22189,1,I
22900,1,I
22992,1,I
23158,1,I
23250,1,I
23334,1,I
23801,1,I
24511,1,I
24737,1,I
25337,1,I
25962,1,I
26055,1,I
26080,1,I
26125,1,I
26260,1,I
27074,1,I
27103,1,I
27391,1,I
27622,1,I
28003,1,I
28228,1,I
28232,1,I
28607,1,I
28786,1,I
29167,1,I
11205,1,I
11779,1,I
11785,1,I
12042,1,I
12149,1,I
12901,1,I
12958,1,I
13304,1,I
13311,1,I
14369,1,I
14439,1,I
14856,1,I
14922,1,I
15513,1,I
15563,1,I
15819,1,I
16229,1,I
16893,1,I
16914,1,I
17044,1,I
17439,1,I
17693,1,I
17871,1,I
18098,1,I
18516,1,I
18587,1,I
18792,1,I
18816,1,I
18829,1,I
18840,1,I
18854,1,I
19136,1,I
19412,1,I
19540,1,I
19717,1,I
19865,1,I
20183,1,I
20361,1,I
20633,1,I
21455,1,I
21719,1,I
21907,1,I
22074,1,I
22092,1,I
22098,1,I
22220,1,I
22244,1,I
22885,1,I
23020,1,I
23489,1,I
23700,1,I
24774,1,I
24791,1,I
24952,1,I
25003,1,I
25045,1,I
25254,1,I
25405,1,I
26102,1,I
26254,1,I
26623,1,I
27033,1,I
27250,1,I
27374,1,I
28037,1,I
29034,1,I
29175,1,I
11254,1,I
11312,1,I
11314,1,I
11621,1,I
11689,1,I
12420,1,I
13016,1,I
13321,1,I
13413,1,I
13763,1,I
13900,1,I
14111,1,I
14375,1,I
14430,1,I
14610,1,I
15885,1,I
16477,1,I
17131,1,I
17533,1,I
17554,1,I
18316,1,I
18427,1,I
18442,1,I
18579,1,I
18861,1,I
18952,1,I
19529,1,I
19680,1,I
19742,1,I
20119,1,I
20184,1,I
20365,1,I
20433,1,I
20457,1,I
20480,1,I
21491,1,I
22335,1,I
22716,1,I
22967,1,I
23031,1,I
23141,1,I
23181,1,I
23193,1,I
24622,1,I
24657,1,I
24741,1,I
25352,1,I
25368,1,I
25859,1,I
25904,1,I
26292,1,I
26455,1,I
27236,1,I
27248,1,I
27635,1,I
27992,1,I
28240,1,I
28576,1,I
28772,1,I
29155,1,I
29160,1,I
29280,1,I
11182,1,I
11296,1,I
11317,1,I
11518,1,I
11525,1,I
11800,1,I
12145,1,I
12199,1,I
12419,1,I
13055,1,I
13233,1,I
13351,1,I
13395,1,I
13468,1,I
13705,1,I
13910,1,I
13976,1,I
15023,1,I
15493,1,I
15867,1,I
15958,1,I
16215,1,I
16359,1,I
16911,1,I
17134,1,I
17378,1,I
17583,1,I
17612,1,I
17699,1,I
17872,1,I
18527,1,I
18542,1,I
18583,1,I
18815,1,I
19219,1,I
19649,1,I
19754,1,I
19885,1,I
20117,1,I
20775,1,I
21355,1,I
21429,1,I
21432,1,I
21466,1,I
21617,1,I
21624,1,I
21628,1,I
21630,1,I
21647,1,I
21689,1,I
21692,1,I
21707,1,I
21804,1,I
22225,1,I
22254,1,I
22777,1,I
22872,1,I
23199,1,I
23261,1,I
23300,1,I
23512,1,I
23802,1,I
24758,1,I
24801,1,I
25200,1,I
25356,1,I
25383,1,I
25402,1,I
25764,1,I
25930,1,I
26018,1,I
26798,1,I
27070,1,I
27073,1,I
28194,1,I
28196,1,I
28286,1,I
28849,1,I
28874,1,I
29202,1,I
11226,1,I
11735,1,I
11842,1,I
11985,1,I
12764,1,I
12787,1,I
13300,1,I
13346,1,I
13369,1,I
13436,1,I
14088,1,I
14340,1,I
14384,1,I
15318,1,I
15551,1,I
15558,1,I
15962,1,I
16002,1,I
16374,1,I
16780,1,I
17264,1,I
17405,1,I
17424,1,I
17550,1,I
18318,1,I
18651,1,I
18655,1,I
18865,1,I
19215,1,I
19238,1,I
19713,1,I
19845,1,I
20319,1,I
20362,1,I
20482,1,I
21421,1,I
21456,1,I
22016,1,I
22081,1,I
22277,1,I
23000,1,I
23017,1,I
23044,1,I
23148,1,I
23379,1,I
23390,1,I
23490,1,I
23784,1,I
24312,1,I
24438,1,I
24441,1,I
24970,1,I
25039,1,I
25065,1,I
25073,1,I
25253,1,I
25333,1,I
25963,1,I
26086,1,I
26181,1,I
26460,1,I
27115,1,I
27475,1,I
28055,1,I
28163,1,I
28265,1,I
28278,1,I
28343,1,I
28678,1,I
28681,1,I
29210,1,I
29270,1,I
11321,1,I
12078,1,I
12929,1,I
13086,1,I
13269,1,I
13356,1,I
13371,1,I
13703,1,I
13748,1,I
13757,1,I
13884,1,I
13947,1,I
14092,1,I
14098,1,I
14600,1,I
14636,1,I
14881,1,I
15009,1,I
15569,1,I
15749,1,I
15951,1,I
16072,1,I
16075,1,I
16084,1,I
16670,1,I
16957,1,I
16974,1,I
17161,1,I
17168,1,I
17266,1,I
17471,1,I
17553,1,I
18800,1,I
18977,1,I
18997,1,I
20006,1,I
20285,1,I
20645,1,I
20675,1,I
20693,1,I
21247,1,I
21714,1,I
21762,1,I
22243,1,I
22733,1,I
22742,1,I
22758,1,I
23024,1,I
23088,1,I
23352,1,I
23372,1,I
23687,1,I
23817,1,I
23822,1,I
24969,1,I
25077,1,I
25194,1,I
25424,1,I
25766,1,I
25956,1,I
26285,1,I
26522,1,I
26530,1,I
26621,1,I
27023,1,I
27050,1,I
28085,1,I
28610,1,I
28833,1,I
11172,1,I
11682,1,I
11696,1,I
11770,1,I
11958,1,I
12109,1,I
12141,1,I
12366,1,I
12423,1,I
12937,1,I
13182,1,I
13224,1,I
13437,1,I
13880,1,I
14503,1,I
14592,1,I
14613,1,I
14654,1,I
15330,1,I
15409,1,I
15562,1,I
15759,1,I
15845,1,I
15940,1,I
15950,1,I
16151,1,I
16221,1,I
16669,1,I
16747,1,I
17689,1,I
18223,1,I
18403,1,I
18534,1,I
18805,1,I
18987,1,I
18991,1,I
19728,1,I
20738,1,I
21264,1,I
21301,1,I
21579,1,I
21905,1,I
22191,1,I
22763,1,I
23246,1,I
23732,1,I
24788,1,I
24929,1,I
25089,1,I
25189,1,I
25290,1,I
25763,1,I
25887,1,I
26047,1,I
26081,1,I
26304,1,I
26454,1,I
26462,1,I
27089,1,I
27375,1,I
28262,1,I
28862,1,I
28991,1,I
29029,1,I
29044,1,I
29074,1,I
11294,1,I
11667,1,I
11772,1,I
11927,1,I
12064,1,I
12891,1,I
13056,1,I
13867,1,I
13899,1,I
14027,1,I
14028,1,I
14085,1,I
14650,1,I
14743,1,I
15335,1,I
15976,1,I
16076,1,I
16135,1,I
16727,1,I
17137,1,I
17413,1,I
17456,1,I
17679,1,I
18060,1,I
18753,1,I
18843,1,I
18853,1,I
19227,1,I
19638,1,I
19683,1,I
19727,1,I
19741,1,I
19891,1,I
20025,1,I
20352,1,I
20778,1,I
21150,1,I
21574,1,I
21798,1,I
22743,1,I
23152,1,I
23157,1,I
23251,1,I
23479,1,I
24435,1,I
24725,1,I
24978,1,I
25202,1,I
25364,1,I
25380,1,I
25990,1,I
26050,1,I
26127,1,I
26178,1,I
26240,1,I
26293,1,I
26311,1,I
26550,1,I
26729,1,I
27116,1,I
27199,1,I
27240,1,I
27430,1,I
27509,1,I
27524,1,I
27625,1,I
27677,1,I
28056,1,I
28300,1,I
28334,1,I
28572,1,I
28665,1,I
28671,1,I
28787,1,I
28845,1,I
29162,1,I
29276,1,I
11012,1,I
11219,1,I
11857,1,I
12030,1,I
12160,1,I
12167,1,I
12453,1,I
12766,1,I
12920,1,I
13272,1,I
13458,1,I
13652,1,I
13929,1,I
14581,1,I
14621,1,I
14635,1,I
15159,1,I
15508,1,I
15971,1,I
15988,1,I
16653,1,I
16794,1,I
17002,1,I
17392,1,I
17597,1,I
17608,1,I
18097,1,I
18323,1,I
18395,1,I
19154,1,I
19678,1,I
20276,1,I
20469,1,I
20514,1,I
20634,1,I
20689,1,I
21357,1,I
21584,1,I
22902,1,I
23125,1,I
23154,1,I
23242,1,I
23373,1,I
23474,1,I
23497,1,I
24259,1,I
24294,1,I
24961,1,I
25063,1,I
25379,1,I
25394,1,I
25931,1,I
25980,1,I
26002,1,I
26064,1,I
26068,1,I
26278,1,I
26450,1,I
26606,1,I
27036,1,I
27559,1,I
11128,1,I
11195,1,I
11196,1,I
11235,1,I
11643,1,I
11726,1,I
12796,1,I
12930,1,I
13308,1,I
13977,1,I
14076,1,I
14336,1,I
14453,1,I
14460,1,I
14475,1,I
14735,1,I
15270,1,I
15492,1,I
15505,1,I
16214,1,I
16360,1,I
16811,1,I
16993,1,I
17461,1,I
17463,1,I
17488,1,I
18067,1,I
18822,1,I
18847,1,I
18874,1,I
18912,1,I
18921,1,I
19168,1,I
19239,1,I
19246,1,I
19537,1,I
20079,1,I
20342,1,I
20688,1,I
21241,1,I
21278,1,I
21616,1,I
21901,1,I
21935,1,I
22037,1,I
23514,1,I
23887,1,I
24291,1,I
24337,1,I
24726,1,I
25098,1,I
25192,1,I
26263,1,I
26473,1,I
26719,1,I
26727,1,I
27456,1,I
27466,1,I
27605,1,I
27747,1,I
28020,1,I
28144,1,I
28801,1,I
28969,1,I
29158,1,I
11204,1,I
11206,1,I
11263,1,I
11630,1,I
11786,1,I
11843,1,I
11870,1,I
12758,1,I
12769,1,I
12877,1,I
13183,1,I
13457,1,I
13740,1,I
13889,1,I
13950,1,I
14381,1,I
14468,1,I
14520,1,I
14617,1,I
14722,1,I
15243,1,I
15359,1,I
15384,1,I
16074,1,I
16367,1,I
16753,1,I
16985,1,I
17276,1,I
17340,1,I
17423,1,I
17430,1,I
17535,1,I
17603,1,I
18471,1,I
18638,1,I
18668,1,I
18809,1,I
18934,1,I
19108,1,I
19143,1,I
19149,1,I
19156,1,I
19711,1,I
19779,1,I
20313,1,I
21651,1,I
22727,1,I
22766,1,I
23029,1,I
23299,1,I
23475,1,I
23734,1,I
23785,1,I
23869,1,I
24798,1,I
24938,1,I
24953,1,I
25902,1,I
26236,1,I
26258,1,I
26521,1,I
26552,1,I
26581,1,I
26815,1,I
27224,1,I
27228,1,I
27271,1,I
27416,1,I
27444,1,I
27457,1,I
27668,1,I
27736,1,I
28052,1,I
28241,1,I
28336,1,I
28582,1,I
28657,1,I
28677,1,I
28820,1,I
28972,1,I
29031,1,I
11225,1,I
11662,1,I
11678,1,I
12759,1,I
12917,1,I
13098,1,I
13173,1,I
13898,1,I
14115,1,I
14117,1,I
14519,1,I
14587,1,I
14726,1,I
14915,1,I
15258,1,I
15390,1,I
15851,1,I
15902,1,I
15938,1,I
16672,1,I
16797,1,I
16913,1,I
16918,1,I
17260,1,I
17505,1,I
17516,1,I
17557,1,I
18117,1,I
18559,1,I
19886,1,I
20019,1,I
20073,1,I
20128,1,I
20205,1,I
20210,1,I
20776,1,I
21427,1,I
21625,1,I
22102,1,I
22218,1,I
23002,1,I
23195,1,I
23292,1,I
23480,1,I
23520,1,I
23579,1,I
23889,1,I
24290,1,I
24510,1,I
24521,1,I
24797,1,I
24937,1,I
25084,1,I
25260,1,I
26112,1,I
26298,1,I
26506,1,I
26573,1,I
26694,1,I
26734,1,I
27091,1,I
27254,1,I
28041,1,I
28188,1,I
28337,1,I
28655,1,I
28824,1,I
29015,1,I
11264,1,I
11522,1,I
11645,1,I
11747,1,I
13305,1,I
13344,1,I
13363,1,I
14243,1,I
14349,1,I
14401,1,I
15286,1,I
15299,1,I
15351,1,I
15967,1,I
16369,1,I
16790,1,I
16956,1,I
17180,1,I
17261,1,I
17339,1,I
17529,1,I
17556,1,I
17677,1,I
18517,1,I
18806,1,I
18933,1,I
19209,1,I
19538,1,I
19669,1,I
20080,1,I
20763,1,I
21236,1,I
21401,1,I
21467,1,I
21733,1,I
21753,1,I
22056,1,I
22245,1,I
22754,1,I
22896,1,I
23339,1,I
23367,1,I
23717,1,I
23834,1,I
24236,1,I
24285,1,I
24313,1,I
24321,1,I
24326,1,I
24416,1,I
24451,1,I
25275,1,I
25346,1,I
25973,1,I
27650,1,I
27684,1,I
27753,1,I
27994,1,I
28010,1,I
28030,1,I
28142,1,I
28632,1,I
29207,1,I
11145,1,I
11673,1,I
12117,1,I
12365,1,I
13361,1,I
13733,1,I
13754,1,I
13755,1,I
13931,1,I
14271,1,I
14447,1,I
15325,1,I
15331,1,I
15531,1,I
15737,1,I
15818,1,I
16650,1,I
16803,1,I
16981,1,I
17127,1,I
17135,1,I
17383,1,I
17390,1,I
18416,1,I
18501,1,I
18606,1,I
18789,1,I
19637,1,I
19654,1,I
19816,1,I
19833,1,I
20355,1,I
20758,1,I
20777,1,I
21273,1,I
21321,1,I
21323,1,I
21337,1,I
21602,1,I
21639,1,I
21784,1,I
21906,1,I
22060,1,I
22122,1,I
22159,1,I
22260,1,I
23168,1,I
23387,1,I
23462,1,I
23491,1,I
23672,1,I
24500,1,I
24652,1,I
25005,1,I
25171,1,I
25182,1,I
25420,1,I
26197,1,I
26255,1,I
26308,1,I
26331,1,I
26466,1,I
26528,1,I
26586,1,I
26619,1,I
11170,1,I
11187,1,I
11308,1,I
11325,1,I
11981,1,I
12889,1,I
13277,1,I
13718,1,I
13739,1,I
14256,1,I
14280,1,I
14362,1,I
14366,1,I
14418,1,I
14657,1,I
15364,1,I
15522,1,I
15529,1,I
15552,1,I
15944,1,I
16013,1,I
16732,1,I
17013,1,I
17162,1,I
17356,1,I
18581,1,I
18592,1,I
18846,1,I
19204,1,I
19551,1,I
19668,1,I
19803,1,I
20001,1,I
20013,1,I
20089,1,I
20190,1,I
20275,1,I
20370,1,I
20409,1,I
20410,1,I
20464,1,I
21158,1,I
21312,1,I
21320,1,I
21708,1,I
21709,1,I
21770,1,I
22783,1,I
23001,1,I
23142,1,I
23211,1,I
23496,1,I
24509,1,I
24653,1,I
24949,1,I
25289,1,I
25342,1,I
25929,1,I
26045,1,I
26087,1,I
26110,1,I
26507,1,I
27030,1,I
27083,1,I
27991,1,I
28023,1,I
28028,1,I
28180,1,I
28613,1,I
28965,1,I
29023,1,I
29144,1,I
29232,1,I
29330,1,I
11265,1,I
11680,1,I
11729,1,I
11814,1,I
11864,1,I
12115,1,I
12116,1,I
12207,1,I
12979,1,I
13087,1,I
13235,1,I
13274,1,I
13906,1,I
14025,1,I
14121,1,I
14361,1,I
14898,1,I
15945,1,I
16107,1,I
16246,1,I
17141,1,I
17433,1,I
17453,1,I
17492,1,I
17618,1,I
17687,1,I
18233,1,I
18558,1,I
18791,1,I
18888,1,I
18943,1,I
19005,1,I
19025,1,I
19127,1,I
19663,1,I
19694,1,I
19896,1,I
19993,1,I
20356,1,I
20501,1,I
20742,1,I
20748,1,I
20769,1,I
21397,1,I
21603,1,I
22749,1,I
23073,1,I
23144,1,I
23241,1,I
23478,1,I
23584,1,I
23694,1,I
23720,1,I
24224,1,I
24327,1,I
24420,1,I
24450,1,I
24981,1,I
25276,1,I
26103,1,I
26174,1,I
26261,1,I
26622,1,I
27207,1,I
27922,1,I
28015,1,I
28270,1,I
28777,1,I
28853,1,I
29007,1,I
29125,1,I
29349,1,I
11130,1,I
11304,1,I
11622,1,I
11879,1,I
11953,1,I
12148,1,I
12185,1,I
12204,1,I
12456,1,I
12528,1,I
12779,1,I
13213,1,I
13397,1,I
13717,1,I
14570,1,I
14625,1,I
14628,1,I
14869,1,I
14905,1,I
15247,1,I
15515,1,I
15743,1,I
15918,1,I
16092,1,I
16146,1,I
16671,1,I
18353,1,I
18545,1,I
18918,1,I
18990,1,I
19133,1,I
19980,1,I
20474,1,I
20703,1,I
21156,1,I
21314,1,I
21353,1,I
21396,1,I
21485,1,I
21924,1,I
21926,1,I
22011,1,I
22897,1,I
23187,1,I
23280,1,I
23298,1,I
23461,1,I
23568,1,I
23870,1,I
24425,1,I
25059,1,I
25178,1,I
25183,1,I
25395,1,I
25914,1,I
26041,1,I
26542,1,I
26556,1,I
27639,1,I
28171,1,I
28175,1,I
28792,1,I
28803,1,I
28839,1,I
28851,1,I
28989,1,I
29073,1,I
11675,1,I
11871,1,I
12161,1,I
12415,1,I
12896,1,I
13234,1,I
13245,1,I
13280,1,I
13372,1,I
13462,1,I
13469,1,I
13483,1,I
13488,1,I
13658,1,I
13730,1,I
13861,1,I
14753,1,I
15168,1,I
15290,1,I
15893,1,I
16104,1,I
16105,1,I
16774,1,I
16856,1,I
16857,1,I
17118,1,I
17166,1,I
17389,1,I
17414,1,I
17464,1,I
17570,1,I
17862,1,I
18393,1,I
18472,1,I
18828,1,I
18969,1,I
19212,1,I
19410,1,I
19635,1,I
19657,1,I
20332,1,I
20662,1,I
20733,1,I
21149,1,I
21495,1,I
21634,1,I
22158,1,I
22228,1,I
22339,1,I
22985,1,I
23282,1,I
23821,1,I
24311,1,I
24736,1,I
25181,1,I
26598,1,I
26720,1,I
27096,1,I
27113,1,I
27548,1,I
28040,1,I
28148,1,I
28807,1,I
28861,1,I
29002,1,I
29325,1,I
11815,1,I
12075,1,I
12767,1,I
12915,1,I
13211,1,I
13337,1,I
13655,1,I
13742,1,I
13989,1,I
14036,1,I
14083,1,I
14385,1,I
14391,1,I
14449,1,I
14577,1,I
15306,1,I
15373,1,I
16776,1,I
16785,1,I
16882,1,I
16915,1,I
17268,1,I
17377,1,I
17530,1,I
17534,1,I
18049,1,I
18234,1,I
18428,1,I
18827,1,I
18886,1,I
18957,1,I
18999,1,I
19861,1,I
20389,1,I
20467,1,I
20753,1,I
21436,1,I
21452,1,I
21607,1,I
21696,1,I
21773,1,I
22725,1,I
23055,1,I
23072,1,I
23793,1,I
23861,1,I
25158,1,I
25344,1,I
25853,1,I
25874,1,I
25993,1,I
26175,1,I
27440,1,I
27450,1,I
27648,1,I
27649,1,I
11066,1,I
11836,1,I
11848,1,I
12088,1,I
12180,1,I
13015,1,I
13450,1,I
13951,1,I
14283,1,I
15315,1,I
15386,1,I
16067,1,I
16108,1,I
16145,1,I
16498,1,I
17019,1,I
17376,1,I
18402,1,I
18994,1,I
18998,1,I
19151,1,I
19201,1,I
19689,1,I
20081,1,I
20333,1,I
20635,1,I
21147,1,I
21474,1,I
21585,1,I
21793,1,I
22192,1,I
22342,1,I
22726,1,I
22981,1,I
22997,1,I
23204,1,I
23477,1,I
23671,1,I
23691,1,I
23715,1,I
23786,1,I
24448,1,I
25069,1,I
25149,1,I
25412,1,I
25877,1,I
26053,1,I
26305,1,I
26349,1,I
26616,1,I
26703,1,I
26778,1,I
27016,1,I
27064,1,I
27072,1,I
27211,1,I
27563,1,I
28276,1,I
28573,1,I
29150,1,I
11063,1,I
11207,1,I
11309,1,I
11934,1,I
12063,1,I
12422,1,I
12454,1,I
12757,1,I
12888,1,I
13283,1,I
13367,1,I
13432,1,I
13704,1,I
14113,1,I
14629,1,I
14744,1,I
15420,1,I
15820,1,I
15837,1,I
15894,1,I
15898,1,I
16144,1,I
16716,1,I
16725,1,I
16912,1,I
17040,1,I
17041,1,I
17136,1,I
17361,1,I
17444,1,I
17864,1,I
18059,1,I
18518,1,I
18551,1,I
18640,1,I
18984,1,I
19007,1,I
19120,1,I
19406,1,I
19528,1,I
19701,1,I
20315,1,I
20646,1,I
21250,1,I
21590,1,I
21776,1,I
22094,1,I
22773,1,I
23054,1,I
23109,1,I
23151,1,I
23200,1,I
23243,1,I
23370,1,I
24752,1,I
24945,1,I
25915,1,I
25970,1,I
26168,1,I
26272,1,I
26325,1,I
26553,1,I
26808,1,I
27045,1,I
27086,1,I
27088,1,I
27504,1,I
27556,1,I
27730,1,I
28095,1,I
28291,1,I
28579,1,I
28604,1,I
29039,1,I
29075,1,I
29169,1,I
11311,1,I
11725,1,I
12452,1,I
12941,1,I
12946,1,I
13054,1,I
13226,1,I
13244,1,I
13849,1,I
13872,1,I
14116,1,I
14376,1,I
14392,1,I
14916,1,I
15272,1,I
15509,1,I
15510,1,I
15871,1,I
15887,1,I
15901,1,I
15937,1,I
16373,1,I
16735,1,I
16850,1,I
17015,1,I
17365,1,I
17569,1,I
18803,1,I
19139,1,I
19157,1,I
20011,1,I
20072,1,I
20295,1,I
20372,1,I
20377,1,I
20639,1,I
21302,1,I
21596,1,I
21608,1,I
21657,1,I
22046,1,I
22368,1,I
23025,1,I
23124,1,I
23448,1,I
23741,1,I
23851,1,I
24800,1,I
24979,1,I
25274,1,I
25421,1,I
25765,1,I
25982,1,I
26324,1,I
26343,1,I
26544,1,I
26702,1,I
26735,1,I
26737,1,I
27057,1,I
27098,1,I
27431,1,I
27523,1,I
28231,1,I
28330,1,I
28680,1,I
28790,1,I
28808,1,I
28814,1,I
29335,1,I
11653,1,I
11882,1,I
11884,1,I
11957,1,I
12092,1,I
12776,1,I
12875,1,I
13053,1,I
13177,1,I
13379,1,I
13895,1,I
13934,1,I
14355,1,I
14506,1,I
14509,1,I
14563,1,I
14643,1,I
14727,1,I
15512,1,I
15775,1,I
15869,1,I
15914,1,I
16218,1,I
16737,1,I
16858,1,I
16877,1,I
16980,1,I
17001,1,I
17017,1,I
17140,1,I
17341,1,I
17452,1,I
17675,1,I
18383,1,I
